2025_01_05_T07:42:00 -  finished initateHouses in 0.03267979621887207 seconds
2025_01_05_T07:42:01 -  finished initiateHouseholds in 0.222214937210083 seconds
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
2025_01_05_T07:42:01 -  All houses for rental were assigned in Moita
