Year,Birth Rate,Mortality Rate,Divorces,
2021,8.73951559399104,12.055093632395764,1.8547958929508022,
2022,8.114314436046003,16.741760479375934,2.487692189141915,
2023,9.314155616144404,15.787279408546544,1.8094708507354218,
2024,6.913840264355643,17.407270679451578,1.7916019720490377,
2025,7.743046829130715,17.145452989110016,2.4111835893585805,
2026,7.421820496949003,20.138463044763675,1.6369829248055612,
2027,7.865452786504613,17.857935997908605,2.6209807329539396,
2028,8.062362738618495,19.724544956827906,1.9833619664904463,
2029,5.801602879152796,20.242486209182843,1.3572673029193034,
2030,4.4161296554525995,23.550575696703728,1.3495465862090046,
2031,5.134200978622245,23.468601275581754,2.3223680451641178,
2032,6.461485724541511,22.915024543604513,1.2186062704350948,
2033,7.041376803467342,20.279000835865887,2.3060214471533484,
2034,5.568643534761408,25.057958369404123,1.8160112659020924,
2035,4.950511228404547,24.508723788165522,2.2939137133507246,
