-,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2026Q4,2027Q1,2027Q2,2027Q3,2027Q4,2028Q1,2028Q2,2028Q3,2028Q4,2029Q1,2029Q2,2029Q3,2029Q4,2030Q1,2030Q2,2030Q3,2030Q4,
Amadora,9.519569924870247,9.960676729729729,9.558211695906433,9.734075328676619,9.327872228172016,9.087000230787407,9.18573251485969,9.07752316265956,8.920080152420777,8.38662368165821,6.771350437536539,8.659117753536814,8.16649735790185,7.922269109747461,8.4269523989718,8.220614467255771,7.73077948667669,8.44753828186776,8.834610406234216,8.22796078092352,9.194285929965304,7.022567453558985,7.392996962030793,8.392003596730573,8.307990191484716,8.766273274396836,7.70342740721195,7.886746759148288,7.80674728929319,8.399713776856787,7.746931614597054,8.209122587429192,7.660763926029481,7.648394525055104,7.829542385925923,7.419423473438215,7.264297707238461,7.200163506834695,7.565518774824415,7.425693707928014,
Cascais,11.48612088761711,11.185606872000001,11.017789997716893,12.391481438940636,11.01868938781908,10.799747810809363,10.224755974842767,8.599948595558502,9.109988455308999,9.390024956076408,11.131939930518115,11.717433664869592,11.25006918687313,12.270637193444486,10.556116405898795,9.84669415448629,9.80775758376365,9.747913288763138,12.136451031829422,10.296825060137262,11.225543104515035,11.004088348853852,8.960698494824445,8.71111349739882,10.156845765808622,11.492911706729597,10.297373946485099,11.464836835894344,10.511868385340726,11.122101957990864,11.82214634787653,11.79818511452043,8.959963035120019,11.573711887311052,11.793618389154286,10.282855225165404,12.694598393551683,11.860657484737548,11.434846021429781,9.798346999669509,
Lisboa,12.635892384193767,12.979226704202894,13.284555702672849,14.512767724826354,13.472739609961991,12.877638853945758,12.212223135494215,12.332563066212533,12.537070271187913,12.310316859892907,11.986128893604631,12.875982807190603,11.373115183355122,12.07400329865102,10.92355647233597,13.402026017776045,11.183460760030641,11.088992310571655,11.002242333075408,11.054330566102088,11.267642515120226,9.335030519855884,12.774762662459398,9.52429218453187,10.062076894847669,9.84678862476001,9.769225282833615,11.35263468243599,12.807626988364385,9.68102591821181,8.779794932803243,11.621328519124047,8.66348975374647,8.54372243169124,7.79446613689645,11.854034512523956,10.046679559459255,11.448861349777271,7.419504917810846,10.104815449538656,
Loures,8.868066289055193,9.314906871794872,8.336635393687189,7.34539121322151,8.348823850204383,7.592155712457229,6.582515033782515,6.46404612206954,8.079651075067455,7.10939445809,6.087480136839033,7.2346797294464436,7.1716149251343,8.120151108597089,7.155129481244349,5.758407015809116,6.12562063613092,6.778569405064319,6.765436374957073,6.113860074884786,6.373296004565216,6.672247310719854,7.297115375859489,7.405668904833867,7.228320204444375,5.725078102879993,4.968312473703431,6.852505861006453,6.0114932764070526,4.7760520967191145,5.89397543906226,5.203473493741511,5.802491401696515,5.870677420579959,6.019522250526949,6.051179436795925,5.874349376308773,5.966311901656558,5.543847499243663,5.666073382119544,
Mafra,8.049532584598833,8.347676356799997,6.338163180271314,7.963484281031503,6.787207412890069,7.051725578572576,7.3328857473776585,6.7016446739989055,6.252345925687633,6.089630379442099,6.591312869352043,6.647521608247282,8.340462027710739,7.583556887746011,9.095209117059667,9.093963616120547,7.542964355153179,9.08739606971791,6.726888476715413,6.5007745712172165,7.218876902271786,6.677598704496203,6.5419798542542935,6.517806806201549,8.756510151163402,6.680467580003224,6.011249951040684,9.572528477695945,6.857134465961325,9.26354295086279,6.646570884425818,6.826501494205389,8.285361403813596,6.7899189576552725,6.445081993105141,6.936765384693288,9.601812936570802,9.639532627906647,10.234533151936022,9.618883074389059,
Odivelas,8.858306988879715,8.9806994244,8.259485258215962,7.741934685911942,8.021073981133595,7.872601829614537,7.704424454816671,7.884482198444034,6.730406815856613,7.267045847792195,7.12243163542113,7.07523182865909,7.3513399320130866,7.109572089238162,6.502899505554046,7.073565387587122,6.874327511578063,6.763566161533749,6.600690026231721,6.873495258457049,6.917482693563537,6.53226511942315,6.404819072339137,6.419749915802394,6.128858013042582,5.715253579225859,6.113033286468254,6.1158309949719625,7.085028288351965,6.238345020953536,6.010850907873807,6.00993385314038,6.511414036723682,5.800538277474428,5.7319202780670695,5.705288661945986,5.2021623600228235,5.312642215799646,4.892501983661521,5.747607102829831,
Oeiras,8.088706363599556,7.624482708521222,7.685324485603276,8.601015677305211,5.967060947411033,6.580065655021199,6.326698355355168,6.209873046654875,5.969904834023319,5.933970903277813,5.646075483419127,5.2790003685218725,9.997509976791143,8.363525568193538,5.776923407605549,5.900280425697274,6.028383601552289,6.006398188296478,5.179128172592103,5.269753469627067,5.366357913787999,5.04852025710111,5.600712653013919,5.602222915422834,7.934904280388423,4.962945333576056,7.9579687999870865,7.710173937738865,7.827190434738199,5.299638240501707,7.589146158314359,5.219179050315743,5.001278802050541,6.666418768257365,6.252098796990801,6.026201792918249,6.299643087244293,7.893659790264608,5.992345917482946,6.102668480115953,
Sintra,8.13591101605617,8.218464860151137,7.309075909590293,8.519446856252586,7.121948717312374,7.3541994501135575,5.8548683210634165,7.269457182085997,6.610279664825127,7.109428514402814,7.014597318751388,6.660406545188305,6.595775451726372,6.543519364165806,6.566999210685718,6.298745260421177,6.535374488542875,6.147567712419064,6.329533223171006,6.340604225816964,6.568833848026032,5.442154312640733,5.938747260216159,5.973967799710374,5.9087686691290955,5.505617022911815,5.567330632637901,6.166072067712169,5.571997986598777,5.903924215882551,5.773148069528876,5.869945170787274,5.833177025890434,5.724782494572335,5.613210631616251,5.518963759510548,5.493356316226904,5.378642216250849,5.33004767409604,5.280022024297442,
VilaFrancaDeXira,8.107412046456464,7.22866556729988,6.2660889209091115,5.634234346492475,6.06051119324007,6.072225587860453,4.90751063012819,5.238171717761583,6.663675734238007,4.453246715726211,5.320278924941167,5.206502630325909,5.230337245665337,5.3562474121382895,6.154528796996827,6.529982649453039,5.948024432527215,4.94059075720521,4.595802686947721,6.277455129420845,5.038896054288612,6.377522661993298,6.149994370743793,5.772009992480603,5.971709103222654,5.6890657550712955,6.319813816489956,6.238062021814521,6.158290875503597,5.613813807715861,6.142819325396488,5.550944481838891,6.065242954344384,6.02128111388108,5.978616269917445,5.813147340234087,5.967505239125476,5.751591581476118,5.626737276836247,5.6421904244451095,
Alcochete,7.2879206367912595,7.201482233614349,6.159598189079168,6.00527176061599,5.809832221546839,5.91102863565147,6.244929415990791,5.366420109619784,5.812778678379616,6.204402872492217,6.559544559147531,0,7.713011675476863,6.0565198663745905,0,6.797039972816733,7.306920763517319,0,0,0,0,0,0,11.521326089726344,0,0,0,6.789341922074781,6.948846244618535,9.206291235962613,0,0,9.560527963347973,0,0,0,0,0,12.714317055316469,0,
Almada,9.416739552843666,9.059483142554647,8.664013178588153,8.647271041422382,7.4707149114043565,9.137844416156721,8.726218323667055,8.641083144056058,8.86217100154359,8.817529028088652,8.226485358285789,7.965603124546086,9.041059380735629,10.43908455530011,8.60026378993847,10.441348148727418,8.583077292496807,9.043755394755475,8.597454901383468,8.537270295580024,10.145703731081902,8.973156995522995,7.866123269388709,8.664478816309117,8.980412736288095,7.846131719402168,6.888105643247799,8.001565625429317,8.950749239141235,8.926041859706286,8.633615915203633,8.619804298721792,7.3312912417616145,6.022137478468368,8.416019903239306,7.392401856247049,7.5010751208080775,8.31521471335719,7.179812750833939,7.694390438446042,
Barreiro,7.116604930086543,7.545184479060387,6.151711759864822,6.50273379165994,6.741045273340319,6.115510295111833,6.719866589677502,6.133713363294147,6.249950187044021,5.530131108539943,5.503544274789832,6.034149339773641,4.978860130451379,5.142547331383856,5.511744127429633,5.421385849243411,5.3732118173785555,4.619151109740082,5.226142777500156,4.993111995610139,4.708605908931588,4.575612055633067,4.371540325357369,4.571488431709514,4.322463894972676,4.3767137099267215,4.84050393572927,4.300069885148326,3.8680646427934735,3.5661725361258014,3.824258484871817,2.9974927637047264,3.4242003276438533,2.9415271607230733,3.4800449456318336,2.877892967997206,3.806538693293303,3.199891772370205,2.7840477402890245,3.0632782113406956,
Moita,6.8270233142031636,6.601939343845321,6.0288642685444405,6.922502154947391,5.296157315239825,6.610537332841383,5.104571855331781,5.579936643794493,6.875838772615259,5.0213989908615,5.572743007574977,5.494974764951336,5.579085366415094,5.582240578937437,5.663385942423519,5.238427347029408,5.326497393037256,5.179203202528761,5.010648643095198,4.663073252632657,4.667671541497047,4.535331493489594,4.530973337494929,5.272072127216831,4.801631775182511,4.725225506351383,5.428802475926514,5.4575285880593825,5.093445371414214,5.4135569493894025,5.128242275112746,5.2216627136944975,4.842849065737958,4.967260063939931,4.881985945145711,4.682976460145563,4.976811043937081,4.626409936391849,4.781130704112271,4.309154466568275,
