Year,Birth Rate,Mortality Rate,Divorces,
2021,10.09853711320782,14.236636197828632,1.2715807925989433,
2022,9.371843957080255,15.991509945863163,2.086677276938005,
2023,8.425748024968119,16.843862736704455,1.2092733653835583,
2024,8.000406781959695,17.7417752323425,2.3198727618878103,
2025,8.741658027238431,17.55933864544694,1.4953030849560562,
2026,9.021781598728904,20.43871603416707,1.485034795821498,
2027,7.491646303308911,20.84568895652224,1.8538676795063402,
2028,6.921135915791219,19.74516211345397,1.6928189799233389,
2029,8.486627074727588,20.937305875657263,2.093039155243917,
2030,6.836802418842934,22.477583241101193,1.857416045891126,
2031,6.289448763022336,23.45933279679088,1.812961933692553,
2032,6.037147595097171,21.865797672566,2.282506658636197,
2033,6.34797097378788,21.543222359932177,2.0185097636077525,
2034,5.084663076207854,22.316145175868463,1.3536849943472917,
2035,5.620782664260686,23.431371211320634,1.751811052341817,
