2025_03_09_T14:35:18 -  finished initateHouses in 0.08605504035949707 seconds
2025_03_09_T14:35:19 -  finished initiateHouseholds in 0.22082304954528809 seconds
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
2025_03_09_T14:35:19 -  All houses for rental were assigned in Cascais
