2025_03_09_T17:45:10 -  finished initateHouses in 0.08519196510314941 seconds
2025_03_09_T17:45:11 -  finished initiateHouseholds in 0.2189650535583496 seconds
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
2025_03_09_T17:45:11 -  All houses for rental were assigned in Odivelas
