2025_04_01_T13:16:12 -  finished initateHouses in 0.39326906204223633 seconds
2025_04_01_T13:16:13 -  finished initiateHouseholds in 0.5219728946685791 seconds
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
2025_04_01_T13:16:13 -  All houses for rental were assigned in Montijo
