2025_03_08_T15:45:51 -  finished initateHouses in 0.0587770938873291 seconds
2025_03_08_T15:45:52 -  finished initiateHouseholds in 0.22173190116882324 seconds
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
2025_03_08_T15:45:52 -  All houses for rental were assigned in Mafra
