2025_04_02_T11:23:09 -  finished initateHouses in 0.3865020275115967 seconds
2025_04_02_T11:23:10 -  finished initiateHouseholds in 0.5401721000671387 seconds
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
2025_04_02_T11:23:10 -  All houses for rental were assigned in Mafra
