2025_04_06_T13:49:52 -  finished initateHouses in 0.38422608375549316 seconds
2025_04_06_T13:49:53 -  finished initiateHouseholds in 0.5411629676818848 seconds
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
2025_04_06_T13:49:53 -  All houses for rental were assigned in Oeiras
