2025_04_02_T09:43:08 -  finished initateHouses in 0.38591814041137695 seconds
2025_04_02_T09:43:09 -  finished initiateHouseholds in 0.5481340885162354 seconds
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
2025_04_02_T09:43:09 -  All houses for rental were assigned in Montijo
