Year,Birth Rate,Mortality Rate,Divorces,
2021,9.691754002282673,16.302824877722895,2.0388997655594268,
2022,9.836384200517005,16.48197889962689,1.771548195964246,
2023,9.112795745679767,15.889362497606353,1.9497677579363073,
2024,8.550270334740592,18.263530441063324,2.1245865709434386,
2025,8.050235267336266,17.63068041708196,1.7721478406596707,
2026,6.954643385148341,17.577860366327844,1.619607644716246,
2027,6.5709584389425775,18.678102262674155,2.033622632100598,
2028,7.273732395809002,19.944638273056427,1.4558015902875645,
2029,7.133378693331147,21.911144060493722,1.8648587574629119,
2030,6.903445507720207,21.687509568385984,1.760454119395441,
2031,5.444345056625961,20.855924745451674,1.430077865269521,
2032,6.249149246854033,22.87912708137825,1.6997313150974256,
2033,5.952193555843101,22.664171570719198,1.8773422867626708,
2034,5.890946267551822,21.60256369421829,1.4616098644721527,
2035,5.5112684174138264,24.50720151231165,2.4139099967127424,
