Year,Birth Rate,Mortality Rate,Divorces,
2021,7.773575022115706,14.598260688581956,2.5380617921308803,
2022,7.17363076709888,17.173820874528978,2.460369232459816,
2023,6.724089876454935,17.211462471141786,2.6208088606858957,
2024,6.700362419431478,17.537441962574967,2.1311559940398865,
2025,6.377279158782516,17.549633324185375,2.124633956436117,
2026,6.179087908222156,19.428768875091023,2.1958331683431056,
2027,5.692807722281779,20.636402414059013,2.2117493977474227,
2028,5.968318894115372,21.224908223608903,1.9531446509463375,
2029,5.322743550876321,21.29108792420749,2.117448978675375,
2030,4.991747337472322,21.2580499134668,2.208264290324383,
2031,4.794638841834068,21.32226896634467,2.247083642474841,
2032,4.337163214789859,22.76683065867377,2.4253205106324205,
2033,4.311728877117877,23.391165257885806,2.16459437695198,
2034,4.00897594415421,23.75528857045762,2.012644969403425,
2035,3.970932061847582,23.300866705895213,2.5596748976002184,
